Unnamed: 0,id,key_skills,name,accept_temporary,specializations_count,specializations_id,specializations_name,specializations_profarea_id,specializations_profarea_name,experience_id,experience_name,schedule_id,schedule_name,employment_id,employment_name,area_id,area_name,working_days_count,working_days_id,working_days_name,working_time_intervals_count,working_time_intervals_id,working_time_intervals_name,working_time_modes_count,working_time_modes_id,working_time_modes_name,salary_from,salary_to,currency,gross
25756,38164353,"[{'name': 'Пользователь ПК'}, {'name': 'Грамотная речь'}]",Специалист по работе с клиентами,False,4,"[1172, 1295, 189, 12180]","['Начальный уровень, Мало опыта', 'Телекоммуникации', 'Интернет', 'Начальный уровень, Мало опыта']","[1, 12]","['Консультирование', 'Информационные технологии, интернет, телеком']",noExperience,Нет опыта,fullDay,Полный день,full,Полная занятость,1512,Волжский(Волгоградская область),0,[],[],0,[],[],0,[],[],25000.0,,RUR,False
14816,37979198,"[{'name': 'Веб-аналитика'}, {'name': 'HTML'}, {'name': 'Google Analytics'}, {'name': 'CSS3'}]",Веб-аналитик,False,6,"[1221, 1272, 150, 182, 125, 1137]","['Программирование, Разработка', 'Системная интеграция', 'Системы управления предприятием (ERP)', 'Инженер', 'Аналитик', 'Маркетинг']",[1],"['Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,72,Пермь,0,[],[],0,[],[],0,[],[],50000.0,,RUR,False
2880,39990306,"[{'name': '1С программирование'}, {'name': '1С: Предприятие 8'}]",Программист 1С,False,1,[1221],"['Программирование, Разработка']",[1],"['Информационные технологии, интернет, телеком']",noExperience,Нет опыта,fullDay,Полный день,full,Полная занятость,49,Киров (Кировская область),0,[],[],0,[],[],0,[],[],30000.0,,RUR,False
9180,36846930,"[{'name': 'SQL'}, {'name': 'IBSO'}, {'name': 'ИБС'}, {'name': 'PL+'}, {'name': 'ORACLE'}, {'name': 'PL/SQL'}, {'name': 'ЦФТ-Банк'}]",Программист/Разработчик на платформе ЦФТ-Банк,False,5,"[1395, 1221, 1272, 5367, 5106]","['Банковское ПО', 'Программирование, Разработка', 'Системная интеграция', 'Методология, Банковские технологии', 'Коммерческий банк']","[1, 5]","['Банки, инвестиции, лизинг', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,4,Новосибирск,0,[],[],0,[],[],0,[],[],60000.0,,RUR,False
30638,39490700,"[{'name': 'Английский язык'}, {'name': 'Грамотность'}, {'name': 'Mac Os'}, {'name': 'Unity'}, {'name': 'C#'}, {'name': 'iOS'}, {'name': 'Android'}]",Ведущий Unity разработчик,False,1,[1221],"['Программирование, Разработка']",[1],"['Информационные технологии, интернет, телеком']",between3And6,От 3 до 6 лет,fullDay,Полный день,full,Полная занятость,1,Москва,0,[],[],0,[],[],0,[],[],180000.0,240000.0,RUR,True
20634,39690902,"[{'name': 'Холодные продажи'}, {'name': 'CRM'}, {'name': 'Активные продажи'}, {'name': 'Холодные звонки'}, {'name': 'Клиентоориентированность'}]",Менеджер холодных продаж,False,2,"[1225, 17538]","['Продажи', 'Продажи по телефону, Телемаркетинг']","[1, 17]","['Продажи', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,remote,Удаленная работа,full,Полная занятость,90,Томск,0,[],[],0,[],[],0,[],[],50000.0,100000.0,RUR,True
21768,39668000,"[{'name': 'Информационные технологии'}, {'name': 'Windows 7'}, {'name': 'Системное мышление'}, {'name': 'Cистемы управления базами данных'}]",Руководитель IT-отдела,False,3,"[1110, 1273, 1420]","['Компьютерная безопасность', 'Системный администратор', 'Администратор баз данных']",[1],"['Информационные технологии, интернет, телеком']",between3And6,От 3 до 6 лет,fullDay,Полный день,full,Полная занятость,1375,Нижневартовск,0,[],[],0,[],[],0,[],[],100000.0,,RUR,False
28136,38368465,"[{'name': 'Английский язык'}, {'name': 'MATLAB'}, {'name': 'Математическое программирование'}, {'name': 'Mathcad'}, {'name': 'MS Visual Studio'}]",Инженер-программист 1 категории,False,3,"[1221, 182, 1881]","['Программирование, Разработка', 'Инженер', 'Инженер']","[1, 18]","['Производство, сельское хозяйство', 'Информационные технологии, интернет, телеком']",between3And6,От 3 до 6 лет,fullDay,Полный день,full,Полная занятость,1,Москва,0,[],[],0,[],[],0,[],[],60000.0,,RUR,True
21102,39594457,"[{'name': 'Пользователь ПК'}, {'name': 'Стратегия Развития'}, {'name': 'Стратегическое мышление'}, {'name': 'Умение работать в команде'}, {'name': 'Поиск информации в интернет'}]",Business development manager - USA (White Label Products),False,6,"[17333, 17324, 1225, 1474, 3148, 390]","['Услуги для бизнеса', 'Управление продажами', 'Продажи', 'Стартапы', 'Менеджер по работе с клиентами', 'Интернет-маркетинг']","[17, 3, 1]","['Маркетинг, реклама, PR', 'Продажи', 'Информационные технологии, интернет, телеком']",between3And6,От 3 до 6 лет,fullDay,Полный день,full,Полная занятость,1,Москва,0,[],[],0,[],[],0,[],[],100000.0,180000.0,RUR,False
33240,39439890,"[{'name': 'JS'}, {'name': 'Git'}, {'name': 'CSS3'}, {'name': 'HTML5'}, {'name': 'react'}]",Front-end разработчик,False,3,"[1221, 1536, 19]","['Программирование, Разработка', 'CRM системы', 'Web инженер']",[1],"['Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,95,Тюмень,0,[],[],0,[],[],0,[],[],,80000.0,RUR,False
2881,39990309,[],Менеджер по продажам IT,False,5,"[17112, 17625, 1225, 1327, 12326]","['Компьютерные программы', 'Решения по автоматизации процессов', 'Продажи', 'Управление проектами', 'Управление проектами']","[17, 12, 1]","['Консультирование', 'Продажи', 'Информационные технологии, интернет, телеком']",between3And6,От 3 до 6 лет,fullDay,Полный день,full,Полная занятость,1,Москва,0,[],[],0,[],[],0,[],[],50000.0,250000.0,RUR,False
1977,32898006,"[{'name': 'CSS'}, {'name': 'Git'}, {'name': 'HTML'}, {'name': 'Английский язык'}, {'name': 'JavaScript'}]",Senior React-специалист,False,1,[1221],"['Программирование, Разработка']",[1],"['Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,98,Ульяновск,0,[],[],0,[],[],0,[],[],,180000.0,RUR,True
32206,38718287,[],Ведущий инженер группы эксплуатации коммутационной подсистемы,False,3,"[182, 1277, 1295]","['Инженер', 'Сотовые, Беспроводные технологии', 'Телекоммуникации']",[1],"['Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,77,Рязань,0,[],[],0,[],[],0,[],[],57000.0,,RUR,True
18989,39171167,[],Программист 1С (м. Нагатинская),False,3,"[7235, 1221, 1816]","['Производство', 'Программирование, Разработка', 'Автомобильная промышленность']","[1, 18, 7]","['Производство, сельское хозяйство', 'Автомобильный бизнес', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,1,Москва,0,[],[],0,[],[],0,[],[],100000.0,150000.0,RUR,True
12632,38713751,"[{'name': 'Монтаж оборудования'}, {'name': 'Управление отношениями с клиентами'}, {'name': 'Ориентация на результат'}]",Монтажник базовых станций,False,4,"[25383, 1277, 1295, 29581]","['Менеджер по сервису - сетевые и телекоммуникационные технологии', 'Сотовые, Беспроводные технологии', 'Телекоммуникации', 'Монтажник']","[25, 29, 1]","['Рабочий персонал', 'Инсталляция и сервис', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,23,Владимир,0,[],[],0,[],[],0,[],[],70000.0,,RUR,True
4040,38229684,[],Ведущий разработчик .net,False,3,"[1221, 1272, 182]","['Программирование, Разработка', 'Системная интеграция', 'Инженер']",[1],"['Информационные технологии, интернет, телеком']",moreThan6,Более 6 лет,fullDay,Полный день,full,Полная занятость,90,Томск,0,[],[],0,[],[],0,[],[],120000.0,,RUR,False
1166,36714016,[],Специалист технической поддержки,False,5,"[1292, 1211, 1117, 1536, 189]","['Информационные технологии', 'Поддержка, Helpdesk', 'Тестирование', 'CRM системы', 'Интернет']","[1, 12]","['Консультирование', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,remote,Удаленная работа,full,Полная занятость,1360,Нефтекамск,0,[],[],0,[],[],0,[],[],28000.0,55000.0,RUR,True
8143,38076014,"[{'name': '1С: Управление персоналом'}, {'name': 'Планирование карьеры'}, {'name': 'Автоматизированное рабочее место (АРМ)'}, {'name': 'MS Dos'}]",Наладчик станков с ЧПУ,False,4,"[18142, 182, 29162, 29553]","['Машиностроение', 'Инженер', 'Наладчик', 'Оператор станков']","[1, 18, 29]","['Производство, сельское хозяйство', 'Рабочий персонал', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,flexible,Гибкий график,full,Полная занятость,1730,Муром,0,[],[],0,[],[],0,[],[],80000.0,,RUR,True
24891,38491259,[],Менеджер по продажам В2В для Яндекс.Директа,False,2,"[1225, 4278]","['Продажи', 'Сотрудник call-центра']","[1, 4]","['Административный персонал', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,remote,Удаленная работа,part,Частичная занятость,1516,Камышин,0,[],[],0,[],[],0,[],[],25000.0,,RUR,True
22127,37540463,[],Team lead Data Science,False,6,"[1292, 1221, 182, 13, 1327, 994]","['Информационные технологии', 'Программирование, Разработка', 'Инженер', 'CTO, CIO, Директор по IT', 'Управление проектами', 'Информационные технологии, Интернет, Мультимедиа']","[1, 12, 9]","['Консультирование', 'Высший менеджмент', 'Информационные технологии, интернет, телеком']",between3And6,От 3 до 6 лет,fullDay,Полный день,full,Полная занятость,1,Москва,0,[],[],0,[],[],0,[],[],180000.0,300000.0,RUR,True
13723,38912752,"[{'name': 'Строительство'}, {'name': 'Проектная документация'}, {'name': 'Строительное делопроизводство'}, {'name': 'Работа в команде'}, {'name': 'Пользователь ПК'}]",Мастер участка слаботочных систем,False,4,"[20287, 2083, 20387, 182]","['Строительство', 'Инженер', 'Прораб', 'Инженер']","[1, 20]","['Строительство, недвижимость', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,1,Москва,0,[],[],0,[],[],0,[],[],60000.0,,RUR,False
16432,38698832,[],Продавец-консультант в салон связи (ТЦ Аврора),False,5,"[17269, 17256, 17535, 17520, 1295]","['Телекоммуникации, Сетевые решения', 'Розничная торговля', 'Торговые сети', 'Продавец в магазине', 'Телекоммуникации']","[17, 1]","['Продажи', 'Информационные технологии, интернет, телеком']",noExperience,Нет опыта,fullDay,Полный день,full,Полная занятость,78,Самара,0,[],[],0,[],[],0,[],[],23000.0,29000.0,RUR,True
19701,36162421,"[{'name': 'SQL'}, {'name': 'Java'}, {'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",Java-разработчик для проекта цифровой платформы актуальных городских данных,False,1,[1221],"['Программирование, Разработка']",[1],"['Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,2,Санкт-Петербург,0,[],[],0,[],[],0,[],[],,150000.0,RUR,True
17958,39080207,"[{'name': '1С: Зарплата и управление персоналом'}, {'name': '1С программирование'}, {'name': '1С: Предприятие 8'}, {'name': '1С: Бухгалтерия'}, {'name': '1C: Бухгалтерия'}]",Ведущий 1С инженер-аналитик,False,2,"[1221, 125]","['Программирование, Разработка', 'Аналитик']",[1],"['Информационные технологии, интернет, телеком']",noExperience,Нет опыта,fullDay,Полный день,full,Полная занятость,71,Пенза,0,[],[],0,[],[],0,[],[],,50000.0,RUR,True
31217,38066288,[],Менеджер по продажам B2B,False,2,"[1225, 4278]","['Продажи', 'Сотрудник call-центра']","[1, 4]","['Административный персонал', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,remote,Удаленная работа,part,Частичная занятость,1570,Новотроицк (Оренбургская область),0,[],[],0,[],[],0,[],[],20000.0,,RUR,True
22900,38458728,[],Ведущий менеджер по продажам (развитие направления СБИС),False,6,"[17333, 17112, 17625, 17149, 17538, 1225]","['Услуги для бизнеса', 'Компьютерные программы', 'Решения по автоматизации процессов', 'Менеджер по работе с клиентами', 'Продажи по телефону, Телемаркетинг', 'Продажи']","[17, 1]","['Продажи', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,72,Пермь,0,[],[],0,[],[],0,[],[],40000.0,,RUR,True
32708,38863674,"[{'name': 'Git'}, {'name': 'Java'}, {'name': 'Android'}, {'name': 'iOS'}, {'name': 'Objective-C'}, {'name': 'C++'}, {'name': 'Lua'}, {'name': 'OpenGL'}]",Gameplay программист,False,3,"[1475, 1221, 189]","['Игровое ПО', 'Программирование, Разработка', 'Интернет']",[1],"['Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,32,Иваново (Ивановская область),0,[],[],0,[],[],0,[],[],40000.0,80000.0,RUR,True
7779,39637172,"[{'name': 'Пользователь ПК'}, {'name': 'Поиск информации в интернет'}, {'name': 'Работа с оргтехникой'}, {'name': 'MS Outlook'}, {'name': 'Умение работать в команде'}, {'name': '1С: Предприятие 8'}, {'name': 'Телефонные переговоры, прием и обработка заказов'}]",Менеджер по продажам видеонаблюдения и систем безопасности,False,6,"[17269, 8461, 8575, 1225, 1295, 26410]","['Телекоммуникации, Сетевые решения', 'Системы видеонаблюдения', 'Пожарная безопасность', 'Продажи', 'Телекоммуникации', 'Компьютерная техника']","[8, 17, 26, 1]","['Безопасность', 'Закупки', 'Продажи', 'Информационные технологии, интернет, телеком']",noExperience,Нет опыта,fullDay,Полный день,full,Полная занятость,41,Калининград,0,[],[],0,[],[],0,[],[],35000.0,55000.0,RUR,False
3464,35649337,[],Специалист технической поддержки,False,5,"[1292, 1211, 1117, 1536, 189]","['Информационные технологии', 'Поддержка, Helpdesk', 'Тестирование', 'CRM системы', 'Интернет']","[1, 12]","['Консультирование', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,remote,Удаленная работа,full,Полная занятость,83,Смоленск,0,[],[],0,[],[],0,[],[],28000.0,55000.0,RUR,True
24450,38294253,[],Программист С++ / Разработчик игр,False,5,"[1475, 1221, 1161, 182, 19]","['Игровое ПО', 'Программирование, Разработка', 'Мультимедиа', 'Инженер', 'Web инженер']",[1],"['Информационные технологии, интернет, телеком']",between3And6,От 3 до 6 лет,fullDay,Полный день,full,Полная занятость,4,Новосибирск,0,[],[],0,[],[],0,[],[],80000.0,,RUR,False
33472,38869534,[],Специалист по продаже и установке спутникового ТВ,False,5,"[17269, 25381, 25386, 1225, 29581]","['Телекоммуникации, Сетевые решения', 'Сервисный инженер', 'Инсталляция и настройка оборудования', 'Продажи', 'Монтажник']","[17, 29, 25, 1]","['Рабочий персонал', 'Инсталляция и сервис', 'Продажи', 'Информационные технологии, интернет, телеком']",noExperience,Нет опыта,flexible,Гибкий график,part,Частичная занятость,4172,Богатые Сабы,0,[],[],0,[],[],0,[],[],30000.0,,RUR,True
817,39742441,"[{'name': 'Ruby On Rails'}, {'name': 'PostgreSQL'}, {'name': 'Ruby'}, {'name': 'Пользователь ПК'}]",Middle backend-разработчик (Ruby),True,3,"[1221, 1272, 110]","['Программирование, Разработка', 'Системная интеграция', 'Web мастер']",[1],"['Информационные технологии, интернет, телеком']",between3And6,От 3 до 6 лет,fullDay,Полный день,full,Полная занятость,2,Санкт-Петербург,0,[],[],0,[],[],0,[],[],125000.0,150000.0,RUR,True
9699,39348858,[],SEO-специалист / Интернет-маркетолог,False,6,"[1400, 1225, 125, 189, 1137, 390]","['Оптимизация сайта (SEO)', 'Продажи', 'Аналитик', 'Интернет', 'Маркетинг', 'Интернет-маркетинг']","[1, 3]","['Маркетинг, реклама, PR', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,23,Владимир,0,[],[],0,[],[],0,[],[],50000.0,80000.0,RUR,True
30990,35648835,"[{'name': 'Английский язык'}, {'name': 'Проведение презентаций'}, {'name': 'Пользователь ПК'}, {'name': 'Грамотная речь'}, {'name': 'Консультативные продажи'}]",Инженер технической поддержки (цифровые микросхемы),False,4,"[1225, 182, 1211, 1744]","['Продажи', 'Инженер', 'Поддержка, Helpdesk', 'Другое']",[1],"['Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,1,Москва,0,[],[],0,[],[],0,[],[],90000.0,,RUR,False
1081,39316267,"[{'name': 'Python'}, {'name': 'Java'}, {'name': 'Atlassian Jira'}, {'name': 'SQL'}, {'name': 'Функциональное тестирование'}]",Тест - менеджер,False,1,[1117],['Тестирование'],[1],"['Информационные технологии, интернет, телеком']",between3And6,От 3 до 6 лет,remote,Удаленная работа,full,Полная занятость,1,Москва,0,[],[],0,[],[],0,[],[],200000.0,,RUR,False
23798,39627573,"[{'name': 'Active Directory'}, {'name': 'DHCP'}, {'name': 'Windows Server 2003'}, {'name': 'Настройка DNS'}, {'name': 'VMware'}]",Системный администратор,False,2,"[1273, 1211]","['Системный администратор', 'Поддержка, Helpdesk']",[1],"['Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,2062,Пушкино (Московская область),0,[],[],0,[],[],0,[],[],45000.0,50000.0,RUR,False
30541,39493781,[],Специалист службы поддержки пользователей,False,3,"[1211, 12180, 15391]","['Поддержка, Helpdesk', 'Начальный уровень, Мало опыта', 'Консультирование']","[1, 12, 15]","['Консультирование', 'Начало карьеры, студенты', 'Информационные технологии, интернет, телеком']",noExperience,Нет опыта,remote,Удаленная работа,full,Полная занятость,77,Рязань,0,[],[],0,[],[],0,[],[],22000.0,40000.0,RUR,True
5946,36846961,[],Администратор на телефон,False,6,"[1172, 3114, 15146, 12180, 4181, 4264]","['Начальный уровень, Мало опыта', 'Консультант', 'Медицина, Фармацевтика', 'Начальный уровень, Мало опыта', 'Начальный уровень, Мало опыта', 'Секретарь']","[1, 3, 4, 12, 15]","['Информационные технологии, интернет, телеком', 'Консультирование', 'Начало карьеры, студенты', 'Маркетинг, реклама, PR', 'Административный персонал']",noExperience,Нет опыта,flexible,Гибкий график,part,Частичная занятость,1240,Новокузнецк,0,[],[],0,[],[],0,[],[],20000.0,,RUR,False
24845,38491164,[],Менеджер по продажам В2В для Яндекс.Директа,False,2,"[1225, 4278]","['Продажи', 'Сотрудник call-центра']","[1, 4]","['Административный персонал', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,remote,Удаленная работа,part,Частичная занятость,23,Владимир,0,[],[],0,[],[],0,[],[],25000.0,,RUR,True
17684,39739694,"[{'name': 'Git'}, {'name': 'Unity'}, {'name': 'C#'}]",Middle C# Programmer,False,1,[1475],['Игровое ПО'],[1],"['Информационные технологии, интернет, телеком']",noExperience,Нет опыта,fullDay,Полный день,full,Полная занятость,1,Москва,0,[],[],0,[],[],0,[],[],100000.0,150000.0,RUR,False
7506,39001439,"[{'name': '1С: Управление персоналом'}, {'name': 'Turbo Pascal'}, {'name': 'Планирование карьеры'}, {'name': '1С: Предприятие'}]","Оператор 1""С""",False,1,[1221],"['Программирование, Разработка']",[1],"['Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,68,Омск,0,[],[],0,[],[],0,[],[],20000.0,,RUR,False
5764,38942898,"[{'name': 'входящие звонки'}, {'name': 'Консультирование клиентов по телефону'}]",Менеджер по работе с клиентами (не продажи),False,2,"[4181, 1295]","['Начальный уровень, Мало опыта', 'Телекоммуникации']","[1, 4]","['Административный персонал', 'Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,shift,Сменный график,full,Полная занятость,23,Владимир,0,[],[],0,[],[],0,[],[],20000.0,25000.0,RUR,False
9547,39372202,"[{'name': 'Грамотная речь'}, {'name': 'Пользователь ПК'}, {'name': 'Настройка ПК'}, {'name': 'Грамотность'}, {'name': 'Поиск информации в интернет'}]",Специалист технической поддержки,False,4,"[1172, 1211, 1295, 189]","['Начальный уровень, Мало опыта', 'Поддержка, Helpdesk', 'Телекоммуникации', 'Интернет']",[1],"['Информационные технологии, интернет, телеком']",noExperience,Нет опыта,shift,Сменный график,part,Частичная занятость,2,Санкт-Петербург,0,[],[],0,[],[],0,[],[],19000.0,,RUR,False
26871,39571466,[],Программист 1С,False,6,"[1221, 150, 182, 1117, 1327, 1296]","['Программирование, Разработка', 'Системы управления предприятием (ERP)', 'Инженер', 'Тестирование', 'Управление проектами', 'Технический писатель']",[1],"['Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,87,Тамбов,0,[],[],0,[],[],0,[],[],50000.0,,RUR,False
1230,39306956,"[{'name': 'Бизнес-анализ'}, {'name': 'Маркетинговый анализ'}, {'name': 'Бизнес-планирование'}, {'name': 'Информационные технологии'}, {'name': 'CRM'}, {'name': 'Ориентация на клиента'}, {'name': 'Ведение переговоров'}, {'name': 'Развитие продаж'}, {'name': 'Составление бизнес-плана'}]",Бизнес-консультант ИТ-проектов,False,5,"[1113, 1359, 1536, 125, 1137]","['Консалтинг, Аутсорсинг', 'Электронная коммерция', 'CRM системы', 'Аналитик', 'Маркетинг']",[1],"['Информационные технологии, интернет, телеком']",between3And6,От 3 до 6 лет,fullDay,Полный день,full,Полная занятость,1,Москва,0,[],[],0,[],[],0,[],[],150000.0,200000.0,RUR,False
7467,39417458,"[{'name': 'Администрирование серверов Windows'}, {'name': 'Администрирование сетевого оборудования'}, {'name': 'Helpdesk'}, {'name': 'Клиентоориентированность'}, {'name': 'Настройка ПК'}, {'name': 'Техническая поддержка'}]",Системный администратор,False,5,"[1270, 1113, 1273, 1211, 189]","['Сетевые технологии', 'Консалтинг, Аутсорсинг', 'Системный администратор', 'Поддержка, Helpdesk', 'Интернет']",[1],"['Информационные технологии, интернет, телеком']",between1And3,От 1 года до 3 лет,fullDay,Полный день,full,Полная занятость,22,Владивосток,0,[],[],0,[],[],0,[],[],40000.0,55000.0,RUR,False
